0,-0.684729553,1.419376465,-1.020889343,5.338909149,-0.930438416,1.415521484,-1.277060059,6.673632145,-1.479313721,-0.046952362,-1.076189819,-1,-0.609762024,1.419308838,-0.959572327,4.833760262,0.064521835,1.416472412,-0.712078613,4.440182686
1,-0.684604736,1.419361328,-1.022071289,5.337640285,-0.929148865,1.415709473,-1.280050537,6.667078972,-1.479721924,-0.04154879,-1.07555603,-1,-0.609163086,1.41931958,-0.961425842,4.833190441,0.063120319,1.416414429,-0.713150513,4.060595512
2,-0.68454718,1.419360962,-1.023233582,5.336266518,-0.927738281,1.41602417,-1.283122925,6.660630226,0.127088127,1.423124023,-0.892979187,4.002399445,-0.608606201,1.419377441,-0.963393494,4.832447052,0.062367283,1.416315796,-0.714006348,4.060445786
3,-0.684464905,1.419295044,-1.023967896,5.335471153,-0.926952576,1.416272217,-1.285479858,6.962521553,0.128526962,1.42092627,-0.896058228,4.836687565,-0.608186157,1.419351196,-0.964679016,4.83203125,0.058456501,1.416182861,-0.717806885,3.98773694
4,-0.684338074,1.419150879,-1.02505481,5.334356308,-0.925628662,1.416616821,-1.28869458,6.956665039,0.123350136,1.421028198,-0.897398804,4.834433556,-0.607631531,1.419259766,-0.966717834,4.831232071,0.056968472,1.41601123,-0.719188599,4.228577614
5,-0.684390381,1.419065063,-1.026345581,5.478936672,-0.924222839,1.416844238,-1.29203833,6.950567722,0.118477867,1.421237183,-0.898710754,3.813351154,-0.60705896,1.419045044,-0.968773804,4.830458164,0.056426453,1.416001587,-0.720253906,4.357485771
6,-0.684384705,1.419072144,-1.027114868,5.47770071,-0.923416199,1.417093018,-1.293872559,6.947440624,0.11530442,1.421331543,-0.89947583,4.002043724,-0.606703369,1.418903076,-0.97022522,4.829879284,0.05503595,1.416027832,-0.721867737,4.357349873
7,-1.722,0.54525,-0.42175,-5585.004395,-0.922043152,1.417314331,-1.296886719,6.942397594,0.11034803,1.421580933,-0.900643921,3.813439369,-0.606089905,1.418534546,-0.972378723,4.829102993,0.054218937,1.415901489,-0.722880249,4.357165337
8,-1.72525,0.5435,-0.41975,-5576.891602,-0.920667419,1.417554688,-1.299734619,6.937705517,0.105647606,1.421808228,-0.9018927,4.554711819,-0.605524048,1.418204712,-0.974545959,4.828231335,0.052907459,1.415743774,-0.724373596,4.356906891
9,-1.72525,0.544375,-0.4215,-5563.723633,-0.920140442,1.41760144,-1.300801636,6.935959816,0.102664337,1.422062134,-0.902614014,4.002064705,-0.605141785,1.418000122,-0.976013123,4.827625752,0.051575096,1.415798706,-0.726150757,4.335357189
