0,0.004179365,1.543272827,-0.980164185,3.566812992,0.144094101,1.536953003,-1.09026355,3.711637497,0.014081518,1.534275513,-0.98488739,3.335707426,-0.009649448,1.539341797,-1.08106958,3.818009615,0.15577739,1.530869141,-1.042574829,3.731011152
1,0.004755549,1.542789673,-0.983037048,3.5667665,0.146280716,1.537377197,-1.092982178,3.711839199,0.013971215,1.534889282,-0.987724487,3.452162981,-0.00909596,1.538906616,-1.082667969,3.81796813,0.156740341,1.530380981,-1.046640259,3.730072021
2,0.005192245,1.542198242,-0.985689575,3.566680908,0.149474609,1.538151001,-1.097176025,3.71206665,0.014025827,1.535577637,-0.991716064,3.335919857,-0.008192883,1.538207642,-1.085005859,3.817924976,0.157455139,1.52988269,-1.049285645,3.729480267
3,0.005456482,1.541705322,-0.98726062,3.566557646,0.152678604,1.539047119,-1.10124353,3.712360859,0.01414899,1.536308716,-0.99561261,3.336075068,-0.007189718,1.537556885,-1.087348633,3.817949533,0.158544052,1.529579468,-1.053421631,3.728618622
4,0.006400236,1.539921265,-0.992958862,3.512168646,0.15467276,1.539626465,-1.103807861,3.712537527,0.014257639,1.537194458,-0.998496033,3.336345434,-0.006498119,1.537203125,-1.088858276,3.818012476,0.15979306,1.529327637,-1.057204956,3.693909645
5,0.006641043,1.539700928,-0.995024536,3.512453794,0.159678955,1.540779297,-1.109970215,3.712985754,0.014500337,1.538104614,-1.002307068,3.370226383,-0.005331225,1.53669043,-1.091134644,3.818181992,0.160553848,1.528963623,-1.059762085,3.727448463
6,0.006848716,1.539464966,-0.996794922,3.512670755,0.165117416,1.541959717,-1.117355713,3.713302135,0.014881035,1.53865625,-1.005877563,3.37046051,-0.004185994,1.53625708,-1.093381592,3.81837368,0.161762344,1.529125244,-1.063793579,3.488795519
7,0.007057254,1.539033569,-0.998291809,3.461572886,0.167743439,1.54211792,-1.120599121,3.713504791,0.015131278,1.539275146,-1.008424194,3.370700836,-0.003269997,1.536025024,-1.094885742,3.818562269,0.162957794,1.529168091,-1.067524414,3.640232563
8,0.007680582,1.538437134,-0.999263977,3.461389065,0.170176697,1.542259277,-1.123762695,3.713656664,0.015595964,1.539845947,-1.012064941,3.370943546,-0.001888561,1.535855713,-1.097125244,3.818912983,0.163863556,1.529234985,-1.06971228,3.488222361
9,0.007962355,1.537956055,-1.00067981,3.56587553,0.171805786,1.542397827,-1.125801636,4.188144684,0.016140318,1.539975342,-1.015309143,3.371016264,-0.000534352,1.535845215,-1.099452393,3.819249868,0.165245087,1.52967981,-1.073305908,3.487922192
10,0.007978102,1.537531738,-1.001517944,3.565786839,0.17390802,1.542645142,-1.128554565,3.713902473,0.016567593,1.540268799,-1.017712524,3.371151924,0.000422083,1.535803955,-1.101008789,3.819505453,0.166662216,1.529939087,-1.076634766,3.559920788
11,0.008266907,1.536817383,-1.002757385,3.565588951,0.175385025,1.542786011,-1.130383301,3.83057642,0.017255415,1.540446167,-1.021074524,3.371249199,0.001888126,1.535750244,-1.103310547,3.612090588,0.167564209,1.529989746,-1.078692261,3.560037136
12,0.008418181,1.536221069,-1.004059204,3.565534592,0.177438217,1.542921875,-1.132859863,3.830911398,0.017897984,1.540318359,-1.024055176,3.371220112,0.00288234,1.535827271,-1.104880371,3.612083197,0.168901917,1.530539795,-1.082157471,3.560284853
13,0.008436922,1.535825684,-1.00475354,3.565461397,0.179401215,1.542905518,-1.135026978,4.010130882,0.018459648,1.540451416,-1.026190063,3.465765715,0.004420817,1.535857178,-1.107076782,3.612117291,0.170172638,1.530865112,-1.085503662,3.56046319
14,0.008750247,1.535664673,-1.006125,3.565484762,0.180640961,1.542924438,-1.136487793,4.009938717,0.019251368,1.54025354,-1.029245728,3.553017855,0.005926124,1.535843018,-1.109319214,3.61210227,0.173137695,1.531408203,-1.092773438,3.560884953
15,0.008926704,1.535403076,-1.006831421,3.369346857,0.182528534,1.542753174,-1.138424683,4.267089844,0.020051306,1.539728027,-1.031817627,3.371096373,0.007432784,1.535822021,-1.111461548,3.612139225,0.174604904,1.531929321,-1.097075195,3.561108589
16,0.008504908,1.53570752,-1.008042725,3.565663338,0.183779358,1.542527222,-1.139568115,4.009725094,0.020640562,1.53952356,-1.033864502,3.335712194,0.008457924,1.535887085,-1.112910034,3.612181902,0.175322403,1.532067627,-1.099025635,3.613636971
